Review ID,Product Id,User Id,Summary,Text,Product Score
21005,B002QWP89S,A2C64W88KUQKYO,Teenie Greenies,"My little dogs really like these ""teenie"" Greenies dental chewies. Not only are they good for the dogs' teeth, the dogs consider them a treat! I am not able to find these really small Greenies elsewhere; the smallest I can find in the stores are ""petites"" which are too large for these little dogs to chew.  So, thank you for making these available.  I was very pleased with the service; these arrived here quickly and in excellent condition!  I will order from this website again!",5
21006,B002QWP89S,A2ZNIKXT764IV4,Expensive treats but my dogs LOVE them!,"I have two Airedales.  They aren't fussy eaters - or snackers - but each gets a Greenie at bedtime.  We let them out in the yard for a bit before they go to bed and all I have to do is say ""Time for your Greenies!"" to make them race for the house and dance around until they get that bedtime snack.  It's their special treat and I love the fact that they actually have to chew them moderately slowly instead of just inhaling them!  The only drawback is that they're expensive.",5
21007,B002QWP89S,A3GON8WVDICI9P,Very happy with purchase,I was very happy with the quick delivery and how I was given a tracking method to determine where my Greenies were. I'll telling my friends and relatives about the good experience.,5
21009,B002QWP89S,A30F5VJRO3095U,My Silky Terrier loves these!,"He weighs 15 pounds, so he is just at the top of the range for the teenie size Greenies.  He likes them so much, he would probably prefer the Jumbo size!  I've given him these for his whole life, so I don't know if they get his teeth any cleaner than without them, but his teeth look pretty clean to me!",5
21010,B002QWP89S,A1F5004VYZ3AXH,Great for dog breath and teeth,Ive been buying this product for a few years and am very happy with it. My dog loves them.,5
21012,B002QWP89S,ATH3S1TOL6OOJ,Greenies,Stopped being able to find large quantities locally so glad that Amazon has vendors who are selling them at a great price.,5
21013,B002QWP89S,A2BRHD5Z79UCD7,Greenie Review,"<a href=""http://www.amazon.com/gp/product/B000KBFKIQ"">Greenies Dental Chews - 27 ounce Box - Petite - 45 count</a> Very good product delivered promptly at a fair price. Will order more from this site.",5
21018,B002QWP89S,A11VCDXC7TGFTG,A great deal on Greenies,Paid only $22 with free shipping for 96 teenies compared to about $35 at the pet store. How can you go wrong with a deal like that?  The dog begs for his daily Greenie. Got to have them.,5
21019,B002QWP89S,A16MHMVUD5X4I7,Greenies for Dogs,"How well the dogs would eat them.  Glad to know the benefits the animals get from chewing them, both for teeth cleaning and breathe.  Safety us always an issue.",5
21021,B002QWP89S,A1REM7I2ZEE195,Best doggie treat,"I buy the teenie greenies and break them in half for our dogs.  They go nuts over them no matter what the size.  Having them in a ""lite"" version is even better because the vet did tell me they are high in calories.  Don't know what they put in these things to make them so appealing, but haven't known a dog yet who doesn't love them.  Hope they are also doing the job they are meant to do.",5
21022,B002QWP89S,A1CLSM0DDBU4PN,Dog loves Greenies,Greenies are always a good product.  Our dog loves them and reminds us if we forget to give him one.  Plus I love the price on Amazon and can't always get them locally.,5
21023,B002QWP89S,A35JBDYRVSRHH0,Great teeth,My vet is always surprised how clean my 8 year old dog's teeth are and I attribute this the his daily Greenie.,5
21024,B002QWP89S,A11QSEA6DZM4FZ,radtechmom,Our beautiful Belle loves her daily toothbrush treat. Amazon provides an awesome price and delivers them to our doorstep. That makes it even handier. The Greenies are a proven winner for a more natural breath freshening dog treat. Too bad Greenies doesn't get more 'green' with their packaging and lose the outer box that they use. The sealed inside bag would be plenty good enough. It keeps the treats fresh and takes up less space. The first thing we do is toss the box out--- what a waste!,5
21025,B002QWP89S,A3P8H4629FM490,my dogs love these,"In September, I adopted 2 adult border terrier mixes from The Shelter Pet project and the oldest girl had a few ""breath"" issues.  Heard about Greenies and have not been disappointed.  The two of them love their treat before I go to work and it is comical to see them chew and chew and chew, since that is what removes the tartar. Amazon has much better pricing then the pet centers, so I love it.  Try them for your pet, they will love it.",5
21027,B002QWP89S,A38OA79EH91ESR,Puppies love them!,"These tinnie greenies make the perfect ""out the door"" bribe for my Cavlier King Charles Babies. I think they almost look forward to me going to work now.  Barkley is 21 lbs & Gypsy is 18 so while they are a bit larger than the recommended size for the product it really works out perfectly helping keep the pounds off.<br /><br />Having shopped around, you are saving about ten dollars by ordering from Amazon rather than going into a big box pet store.",5
21028,B002QWP89S,AEIQ20BHN9JFI,My Dog Says YUMMMMM,"My Chihuahua has horrible horrible breath.... and she loves to get in your face and give kisses to everyone. These help, and she loves to eat them. Good thing she can't reach the counter!",5
21032,B002QWP89S,A1TY4AX8AVRAYQ,Cleaner dog mouth,"This is a good product. My dog likes them, Makes it obvious he wants his greenie every night. Amazon sells them at good price and quality has always been good",5
21033,B002QWP89S,A3OAL021R24977,A treat that is good for the teeth,I have a two year old chihuahua mix.My vet shared with me that I would have to be vigilant about the health of my Pups teeth.Greenies help keep my dogs teeth clean and his breath fresh. And best of all my Pups loves them above all other treats.,5
21034,B002QWP89S,A1Z6T9DIZZKGQ8,My dog loves them,Great product.  My dog loves the bones and they come in a ziplock bag inside the box.  Just like the ones at the store and much cheaper at Amazon.,5
21035,B002QWP89S,A20L2URGVM0U3O,OUR DOGS LOVE THEM,"Our Chussel's Love these toothbrush treats. When I ask them if they want to brush their teeth, they jump a mile high to get them. It dosent help their breath to to much, but I know its keeping their teeth clean. Also these are a little on the expensive side almost everywhere, Amazon has the best price. Thanks Amazon.",5
21036,B002QWP89S,A3ACKWYDNR7ROA,Excellent product!,"I have two 6 month old dobemans who asked me to rate Greenies 6 out of five. It is yet to be seen how it will improve their dental health, but as far as their excitement about this particular treat - it is the best, no doubt.",5
21037,B002QWP89S,A2X3YTM5NLPUVT,Love It!!,"Great product, it was exactly what I wanted.  I ordered the medium size because my shi tzu LOVES greenies so much! Good deal for the price considered how expensive they are at petco!!",5
21038,B002QWP89S,A31RZT6E7T9EYK,great product,"Had been buying greenies at the pet store for the past 7 years, best price on sale was $32.99. These are a great value.",5
21039,B002QWP89S,A19YPE8M0WAWXF,Greenies Senior,"Great service, great product, our dogs LOVE them!  Great for their teeth, and it keeps them from eating grass if they have one first thing in the morning!",5
21040,B002QWP89S,A2UM9EMK7DG3CS,Oliver's must have greenies,My little Oliver loves his greenies.......He gets 1 everymorning thanks to such a good buy we are sure to have them every day.........,5
21041,B002QWP89S,A1P28UWVW8H4QD,What my dogs have to say . . .,"Anytime I shout out ""Mr. Greenie! Four dogs come running, ages 12 to 2. My dogs love them and they do seem to help with breath and tarter. Amazon has the absolute best prices.",5
21042,B002QWP89S,A1F397GW8I3P3A,Wonderful service and product,This is a wonderful product that my dog really loves.  there is only one thing to make this product better - 30 chews in the box so we would have one for every day of the month.,5
21043,B002QWP89S,A170MXSZN9C7TR,Simply The Best,Greenies are my pups number one favorite treat.  He loves them and they help keep his teeth clean. I reccomend these to anyone who wants to spoil their pet.,5
21044,B002QWP89S,A2QQTUQ3CMQFNH,My dog loves Greenies,"These are a great size for an evening snack.  My dog loves them and ""insists"" on having one or two every night.",5
21045,B002QWP89S,AWNC2IL18ZAEH,Greenies,We are very pleased with our purchase of Greenies.  The price was grteat (compared with the pet stores) and the service was excellent.  Our dog is even more pleased than we are - he loves them.,5
21046,B002QWP89S,AW6M2AN9JQT8K,"An 'attention getter' for our ""hotdog""","Our mini Dachshund loves these. Limited to 1 a day. One of the few ""treats"" that he has not tired of. Also, his breath has been noticeably fresher since he has been having these. So far, best price on Amazon. The local pet food chains' sale prices has not yet come close to the regular price of these 96 count 'Teenie' packs. Can't vouch on the benefit of nutritional value of these, but the vet says our mini is in great shape ...right where he is suppose to be.",5
21047,B002QWP89S,A1JDBLA0OO71BG,My dogs like it,Not only my logs like these snacks... ME TOO because their mouth isn't stinky anymore! ;) I will keep on buying it because of that reason. DOG LOVERS: you will like this product.,5
21049,B002QWP89S,A3SN14YLPVOM7T,PICCOLO LOVES THESE,"My little Papillon, Piccolo absolutely LOVES these. I no longer have to try to brush his teeth every evening and he smells delicious when I kiss him good night. I'LL BE GETTING THESE FROM YOU FOR AS LOG AS WE BOTH MAY LIVE!<br /><br />THANK YOU, AMAZON!!!!!",5
21050,B002QWP89S,AZDP1YYXJ4FQ4,My dogs love them! And good for them!,They're a great product and automated delivery at great prices can't be beat!  My dogs go crazy when it comes to greenie time at night.  No matter how many nights we do the same thing they are always over the top for greenies,5
21051,B002QWP89S,A2WPBUC41US8X9,My boys love greenies!!!,I have 2 small dogs and one really small dog.  They all get one Greenie a day.  They LOVE their greenies!1 I love that the Greenies help to keep their mouths fresh and clean. They are adorable and are shaped like a mini toothbrush!!!,5
21052,B002QWP89S,ASSC2299D4RPW,Reorder of Greenies,Greenies are given to both of my Westies and they expect one a day when they complete their morning routine.  Best treat ever.,5
21053,B002QWP89S,A10D02RQH2SRC6,love my litttle dogs,My little ones love their teenie greenies. It is so easy to order them from Amazon. Greenies are recomendid by my vet to help keep my dachshunds teeth clean and healthy.,5
21054,B002QWP89S,A3J9T78MGOZ0F6,My dogs love them!,Did some research because my dogs have bad breath and dirty teeth. I have tried brushing their teeth with doggie toothpaste and have bought all kinds of chewy treats but nothing worked. So I bought these and gave each dog a treat every morning.  Not only does their breath smell better but their teeth look cleaner as well. I quickly bought a second box. The dogs seem to enjoy the taste and they are made so that the dog can't just gulp them down.  They have to chew them.  I would highly recommend these treats.,5
21055,B002QWP89S,AWVJ6RRO0Y1FM,Dog Loves!,My dog loves these treats and they are lite too.  I have been buying them for the last 5 years,5
21057,B002QWP89S,A1TEFN18LEQ6R4,Why do they increase the price each month on the product?,I have subsribed to the monthly shipment of Greenies 27 oz canister teenie 96 count product and each month the price increases.  If i sign up today the price drops to $19.94.  Why the increase?  Seems like they lock you in for a scheduled order and then take advantage of you hoping that you won't notice the price increases.<br /><br />The product is great and my dogs love them but the business practice of the price hikes is terrible.,5
21058,B002QWP89S,A2EJVJ5G4DYGV3,My Puppy Loves These,"Einstein our puppy loves the Greenies.  He get's one at night before bed as a bribe for going into his kennel.  Works wonders:)  Since, he gets one every night we go through the Greenies fairly quickly.  I like the larger size and was actually cheaper per piece.<a href=""http://www.amazon.com/gp/product/B001G96UK8"">Greenies 27 oz Canister Teenie 96 Count</a>",5
21060,B002QWP89S,A1CMD08Z49PGKQ,My vet suggested this.,My two dogs love these.  Now as to do they work.  I honestly do not know.  Both of my dogs are right now at what my vet calls stage two on dental health.  Stage four is the worst on his scale.  I am going to monitor and see IF just maybe they will either still be a stage two in a year or maybe better.  If they maintain at stage two I would love it.  Teeth cleaning on dogs is very expensive so if this product works it will save me big bucks.  Here's hoping!  I will come back and update this after their next check up which should be around August of 2013.,5
21061,B002QWP89S,A3BKR6QASTTL4D,Very pleased,"Nothing negative to say about this buying experience.  My dog loves Greenies, and this was a better price than what I have seen elsewhere.  Treats like this, along with regular dental care (brushing her teeth and getting her teeth professionally cleaned by a vet) means that my dog's breath is nice and she is healthier.  My dog is 7kgs (around 15 lbs)and this is a perfect size for her.  The packaging keeps these treats fresh - inside the box is an airtight resealable bag.",5
21062,B002QWP89S,A2RWZY0CD32TZF,Greenies,My dog looks forward everyday to getting his Greenies.  It is a great toothbrush and keeps him from having too much tarter on his teeth.,5
21063,B002QWP89S,A1ZBPBWFVM1P7H,Dogs love em!,"I am always concerned with my dogs oral health. I have found that my dogs love the Greenies and they do a good job of helping to keep the tarter build up off their teeth! I have one dog that is very particular about his treats and what he will chew on but he loves the Greenies, in fact my dogs will do most anything I ask so long as they know they get a Greenie afterwards!",5
21064,B002QWP89S,A2HCZXMS36YH3J,Instead of brushing~,Always had trouble trying to brush my dog's teeth; thought I would try the Greenies Petite (16 lb cockapoo). They are plenty big enough. She has one everyday loves them and her teeth are looking very healthy; no tartar build up. Definitely recommend them.,5
21065,B002QWP89S,A1TSI3IZGJRNU9,Highly recomended,"My dog love it, and She's a very, very picky eater- even with treats. So, this product must have a great flavor.",5
21066,B002QWP89S,A36WSXJYYBGK9U,My dogs love Greenies,"Both of my small breed dogs love their greenies treat and I like that it is good for their dental health,,",5
21069,B002QWP89S,A3JLXK2D6CGX54,"Jumbo Dog, Jumbo Greenies","We have been feeding these to our do since he became an adult dog.  We feed him the Jumbo size Greenies. He's 125+ pounds and devours them in seconds.  We order them from Amazon, because we can rarely find the Jumbo size greenie canisters in stores.  Our dog's teeth seem to be in really good condition.  We have never had any problems with him eating them or with his digestion.  We always give him one when we are around to watch and he's never had any issues.",5
21070,B002QWP89S,A280P8X21F77I4,Like going to the dentist,"I bought these for my 9 yr old dog because the vet said she had stage 4 dental disease, and we really couldn't afford the $300+ price of teeth cleaning for her. I decided to give her one Greenie everyday and see if it improved her teeth and gums. I have been giving her one a day for almost two months and her back teeth look so much better! I am very happy with this little experiment and she is too. She reminds me every night when it's time for her Greenie treat. She still has a slight issue with one of her front teeth, but I think it's because she mainly chews the Greenies on her back teeth. Such a great item. Much cheaper on Amazon than at the pet store.",5
21071,B002QWP89S,AOYMEAGB22M5I,Good for older dogs as well for younger,"I have a 10yr. old boxer and she has worn much of her teeth down some what.  She loves these and they help her breath and clean her teeth.  If she likes them, then MoM likes them.",5
21072,B002QWP89S,AJOXH616XO3UI,suscribe to GreeniesMy,"My Boston Terrier gets one Greenie regular each day to keep teeth clean. Should I forget it's time for her Greenie, she sits and stares at me until I remember. Vet says her teeth are in great shape.",5
21073,B002QWP89S,A3ENB3F0L91PFL,Patches loves these!,Patches loves these and will put up with teeth brushing since he knows he'll get a Greenie at the end of it.,5
21074,B002QWP89S,A1NMA62F9YNHQ9,Great Green Snack,"My dog loves them, and so does our vet?  Our Yorkie likes to eat unhealthy things, but shys away from healthy ones.  The lone exception are Greenies.",5
21075,B002QWP89S,A3MSLVEXP4WPDH,greenies-teenie 96 pack,"My dog loves these snacks.  I have a smaller rat terrier mix dog she loves these even more than Cherrio's.  They come in a canister which is flimsy but I threw it away as they are also in a resealable bag. They should last a fairly long time as I don't give them to her daily, only for special treats and after she takes any medicines.",5
21076,B002QWP89S,A988RS2ZEYVIY,Teeny greenies,"I have been buying 96-count containers of teeny greenies from Amazon for a couple of years.  They are always fresh and arrive promptly. My Yorkies look forward to one before bedtime each evening.  I don't know if they really help plaque.  They do freshen breath and have some nutrition.  Thanks to Amazon prices, my dogs have this little luxury.",5
21077,B002QWP89S,A1N0X3T5W9JUJQ,For Great Doggie Breath,"We have two shelties and their breath improved almost immediately with this product.  One of our dogs has a problem digesting another brand, but neither dog had a problem with the Greenies.  Highly Recommend.",5
21078,B002QWP89S,A3JI8DQY53NA98,My dog will kill for a Greenie!,"Ever since I introduced my dog to Greenies, she just loved them. They are her favorite treats, and they are good for her too! She weighs about 15 pounds and I give her one each morning after her walk. I purchase the 27 oz canister, Teenie size (96 count).",5
21079,B002QWP89S,A25K3JQ7SB238Q,Dogs love Greenies,This is a great treat for my dogs. I've been buying them for 12 years and they never turn it down.,5
21080,B002QWP89S,A3BIAXCA7ILMUH,My Dogs Love These,"These are given to my 2 rescue dogs at the end of the day.  They know when it is time to go out for the last time at night and sit and wait for their Greenie.  All we have to say is ""do you want to brush your teeth"" and they go nuts.  They love them and their teeth are in great shape...",5
21081,B002QWP89S,AFZA6HRPQLBX5,Love them,My dog loves these. I also bought them way cheaper than the pet store. Next time it's offered for the price I paid I will buy a few boxes again,5
21083,B002QWP89S,AFWQ2N23IJAA2,Our Dogs LOVE These and We Do Too!,"I have been feeding our dogs Greenie bones since they first came out and we have NEVER had a problem.  I have German Shepards, Dobermans and medium sized hound dogs.  They all love their GB's and I find that because our Dobie tends to be a ""garbage belly"" (meaning she'll eat anything!), so sometimes she doesn't smell as nice as she should, really benefits from the ""green"" in Greenie Bones.  I would like to know where ""E. Antic"" gets his/her information from.....as I can find nothing that says they are ""deadly"", except for those people that haven't done responsible research (not just hearsay from some list).  If your dogs are gulpers or greedy chewers, then I wouldn't feed them ANYTHING, especially RAWHIDE, that could be gulped and swallowed in large pieces or whole.  Do we need to bring up ""NYLABONES""?????  Always be a responsible dog owner and supervise your dogs when giving any kind of treats.  Please don't be afraid of Greenie Bones because of E. Antic's post.  You can buy Greenie's in singles, so try one before you commit to a whole box.  I have friends that have dogs that don't really like them and that's okay.  My girls live for their morning GB's and I now give them Greenie ""Smart Biscuits"" for an afternoon snack.  They love the taste and we love them for the 'benefits'!!<br /><br />I respectfully request that Amazon and Amazon members make up their own minds, and not fall to the 'fear mongers' and ignorance amoung us.  Always supervise your dogs when giving treats - after all, they are the animals and we are supposed to be the 'smart' ones.....don't be afraid, do your homework, it always pays!",5
21084,B002QWP89S,A3MXO5BIX3RZ25,my lil' beast is crazy for greenies!!,"i still worry about the rumored threat to dogs from these treats, but they have changed the formula so i am assuming all is well with them.  and i am assuming since they are front and center in most pet places that they are safe.  and my italian greyhound is obsessed with them.  they make her (usually hideous) breath smell fresh and clean and have really made a difference in the cleanliness of her teeth.  i always make sure to watch her while she's eating it, not only for her safety, but because it is freaking adorable to watch her chew on it.  just a tip, these are cheaper from entirelypets from amazon.  http://www.amazon.com/Greenies-Dental-Chews-ounce-Teenie/dp/B001CWEC2W/ref=sr_1_1?ie=UTF8&s=home-garden&qid=1266273814&sr=8-1",5
21085,B002QWP89S,A37RIRXE3WECZ,My Dog's Favorite- and Amazon's the Place to Get Them!,"My German Shepherd is a complete Greenie addict.  She knows when they're in the house.  She knows which cupboard they're kept in.  She knows what time of day she's supposed to get hers.  Her vet compliments her on her pretty white teeth, although some of that credit definitely has to go to the fact that my husband and I brush her teeth with one of those finger-toothbrushes and kiddie toothpaste (no fluoride, so safe if she swallows it), but I do know my dog chews a Greenie at least enough to get pieces between her teeth, and at four years old, she doesn't have the kind of doggie breath that knocks you over if she breathes in your face.  I do believe that some of the ingredients in Greenies help breath from within, so even if your dog inhales his or her Greenie, there's still some benefit.<br /><br />My only complaint about Greenies is that they're expensive.  There's no denying that.  If you do the math on this tub of 17, we're talking about a dollar and forty-seven cents apiece.  So I can see why that might stop some people in their tracks, and I understand.  As for my dog, she's on a limited diet because she's allergic to a lot of things that are standard ingredients in a lot of dog food and dog treats.  I feel like I've been a little bit trained myself, not to bat an eye at this price, and she definitely makes me at least a dollar and a half's worth of happy every day.<br /><br />If you're looking at the Greenies in the 17-piece tub, considering them for purchase, though, I'm guessing your canine is also a Greenie addict, like mine.  You're going to buy them anyway, and if you get the free shipping, Amazon's the place to get them.",5
21086,B002QWP89S,A33HGS0F6NVBRA,Greenies - Catnip for dogs,"I have been using Greenies for years, including the older formula that reportedly had digestion problems. However, we never have had any problems with Greenies. Just make sure you get the appropriate size for your dog. I have never seen a dog that could resist a Greenie. They will start doing tricks never seen before once you bring them into the house. They do help with their breath, teeth cleaning and training and we normally use them as ""well earned"" treats (they aren't the cheapest thing in the treat world). I just ordered 4, 27 oz. tubs of the Teenies (we have Papillons) and I know our dogs will enjoy every one of them. Never have to worry about our dogs getting fat eating these as we do not give them multiple times a day. The new formula reportedly has solved the digestibility problem and the manufacturer claims is now more digestible than normal dog food. In the original formula, the problem usually involved incidents when dogs just tried to swallow them whole or get it down in 2 bites. Our dogs always chewed them into small pieces avoiding any problems. Believe me, your dogs will love them.",5
21087,B002QWP89S,A1W7BIVI3O46Q,such great treats!,"I give these to my dog to help with her minor tartar problems. She LOVES them and they definitely do the job.<br /><br />One of my favorite things about them is that they are sturdy and coated enough that I can freeze them--I put one in a small plastic bag (snack bag folded in half) full of water and freeze it for a few hours. Then my dog has to lick and crunch up the ice to get to the treat, which keeps her busy AND gets her more fluids. Most dog treats tend to dissolve and become mushy when you do this with them, but these guys definitely hold up.",5
21089,B002QWP89S,A2ST78JTMA1OUM,It's like crack for dogs...,"First some history:<br />Our dog can't chew rawhide bones.  She has a habit of breaking off pieces & swallowing them whole.  We have had problems with blockages & constipation as a result -- everytime she has received a rawhide.<br /><br />We have a 13 yr old Beagle which was introduced to Greenies about 2 yrs ago.  We were given a couple of the Large ones from a friend to try.  Through carelessness on our part, our dog destroyed both large treats within 15 minutes.  When we found her, we were scared figuring she would die from swallowing this large plasticky looking treat.  We quickly did some web searches & found out that the newer formula is supposed to dissolve rather easily with water.  After making sure she drank a good amount of water, we monitored her activity.  In the end, she had no problems & we were able to find a treat that is more chewable than your biscuit type treats, but safer than rawhide (at least for her).  We have tried many different treats & toys, but have NEVER had the type of response that we get from giving her a Greenie.  It seriously is like crack for dogs...",5
21090,B002QWP89S,A1G3M1IYL6N3XP,Dogs love Greenies!,My dogs love them and they really help in freshening my dogs' breaths! This is the most cost-efficient pack I could find.,5
21091,B002QWP89S,A36TZ86M1RBH2R,Treats for Pepper,"We have been buying Greenies for Pepper for about 4 years.  He has a very sensitive stomach and can only have boiled chicken and canned and dry prescription diet ID<br />I brush his teeth every night and afterwards he gets a ""greenie""  he loves them and I love that they don't upset his stomach.<br />Our Vet said they should be ok for Pepper.  And they are.  Paying about 40.00 elsewhere, I'm really happy to find them on Amazon.com for a little over half of that.  Pepper is happy and I'm happy.",5
21092,B002QWP89S,ACTMZJ4EUOC65,Addictive to dogs,"It's got something in there that is like crack for dogs. I buy the largest size I can find. I like them better than rawhide, for what they do. Rawhide strips or bones, when the dog gets down to that last part are slimy unswallowable messes that I've had to reach in and remove from the dog's throat. Nylabones edibles gave the dog the runs. Pressed rawhide chunks did the same. Greenies don't affect his digestion at all, and he's crazy about them. He has destroyed a Kong or two in his time.<br /><br />I don't know how much is due to his genes or to the greenies, but my 12 year old dog has better teeth than many 5 year olds.<br /><br />Like any other edible chew treat, however, don't leave your dog unattended until he's finished it.",5
21093,B002QWP89S,ADQYSWFLIWL3N,Great Greenies,"My dog no longer needs to have his teeth cleaned by the vet, since he gets one grenie every day.",5
21094,B002QWP89S,A261ZLNLNRU6SD,Greenies,Both of my German Shepherds love their daily Greenies.  Matty jumps up on my bed at noom every day to remind me to get off my butt and produce her treat!,5
21095,B002QWP89S,A1G0FCAT4M4UBA,"Excellent deal,Very affordable price",Since I have three dogs buying treats can get very spendy. I am so glad that I shop at Amazon.com they offer such great deals for me as wells for my little four legged kids. Truthfully I have to say that I have been extremely satisfied with all of my purchases . I am grateful that Amazon offers such wonderful deals Thank you,5
21096,B002QWP89S,A2QVPA7GGN53QP,very good,"my dog love it very much, the fist thing that she wake up in the morning is eat the greenies!",5
21097,B002QWP89S,A1246XB5WQ7ICM,Breath chews are awesome although vets say hooey,These treats for small dogs are #1 on my dog's list of morning must haves.<br />She has been pestering me to give her a morning teenie chewy every day for many<br />months. She does not seem to tire of these unlike many treats she has tried.<br />I have heard that the official word is that these do not really promote good breath.<br />Maybe they just limit the amount of bad breath. Whatever. This box is a three<br />month supply so is a reasonably economical way to give my dog something she really likes.,5
21098,B002QWP89S,A369AG7LSFQ6R9,I am not exaggerating...,"Little Lulu, my six month old Miniature Scnauzer, developed foul breath. It reeked like a dead fish, and I couldn't handle her puppy kisses any more.  Then, I saw an ad on TV for a competing product, but found these to be a better deal. They are worth every penny.<br /><br />The Teenie Greenies arrived yesterday. Just ONE solved the problem. I gave it to her half expecting her to turn her nose up. Instead, she loved it. This morning she greeted me with sloppy kisses and wiggles. I instinctively cringed, waiting for that fetid smell. But there was NO smell! Zilch. Zip. Nada.",5
